ZMW,region,start,stop,y
4194532,CCS,0,1313,100
4194532,Five_Barcode_Reverse,1289,1313,75
4194532,Three_Barcode,1,71,50
4194532,Three_Barcode,1,73,50
4194565,CCS,0,2584,100
4194565,Five_Barcode_Reverse,2560,2584,75
4194565,Three_Barcode,1,71,50
4194634,CCS,0,1038,100
4194634,Five_Barcode_Reverse,1014,1038,75
4194634,Three_Barcode,1,71,50
4194656,CCS,0,250,100
4194656,Three_Barcode,1,78,50
4194660,CCS,0,1010,100
4194660,Three_Barcode,2,84,50
4194723,CCS,0,3085,100
4194723,Five_Barcode_Reverse,3061,3085,75
4194723,Three_Barcode_Reverse,3014,3085,50
4194784,CCS,0,993,100
4194784,Five_Barcode_Reverse,969,993,75
4194784,Three_Barcode,1,71,50
4194786,CCS,0,1515,100
4194786,Five_Barcode_Reverse,1489,1514,75
4194786,Three_Barcode,1,72,50
4194789,CCS,0,1205,100
4194789,Five_Barcode_Reverse,1172,1196,75
4194789,Three_Barcode,1,78,50
4194818,CCS,0,1136,100
4194858,CCS,0,510,100
4194858,Five_Barcode_Reverse,486,510,75
4194858,Three_Barcode_Reverse,440,510,50
4194967,CCS,0,2233,100
4195105,CCS,0,221,100
4195105,Three_Barcode,1,75,50
4259993,CCS,0,1861,100
4259993,Five_Barcode_Reverse,1837,1861,75
4259993,Three_Barcode,1,73,50
4260000,CCS,0,1032,100
4260000,Five_Barcode_Reverse,1008,1032,75
4260000,Three_Barcode,1,71,50
4260006,CCS,0,916,100
4260006,Five_Barcode,2,27,75
4260042,CCS,0,778,100
4260042,Five_Barcode_Reverse,751,778,75
4260042,Three_Barcode_Reverse,680,757,50
4260070,CCS,0,712,100
4260070,Three_Barcode_Reverse,589,671,50
4260084,CCS,0,520,100
4260084,Five_Barcode,2,26,75
4260084,Three_Barcode,2,72,50
4260084,Three_Barcode,2,78,50
4260095,CCS,0,2507,100
4260095,Five_Barcode_Reverse,1742,1768,75
4260095,Three_Barcode,1,75,50
4260098,CCS,0,1702,100
4260098,Five_Barcode,1,25,75
4260098,Three_Barcode,1,72,50
4260117,CCS,0,2708,100
4260117,Five_Barcode_Reverse,2684,2708,75
4260117,Three_Barcode,1,71,50
4260122,CCS,0,1373,100
4260122,Five_Barcode_Reverse,1349,1373,75
4260122,Three_Barcode,1,73,50
4260141,CCS,0,361,100
4260141,Five_Barcode_Reverse,337,361,75
4260141,Three_Barcode,1,70,50
4260143,CCS,0,2144,100
4260143,Five_Barcode_Reverse,2120,2144,75
4260143,Three_Barcode,1,71,50
4260171,CCS,0,4129,100
4260218,CCS,0,1065,100
4260218,Five_Barcode_Reverse,1041,1065,75
4260218,Three_Barcode_Reverse,995,1065,50
4260240,CCS,0,1676,100
4260240,Five_Barcode_Reverse,957,981,75
4260240,Five_Barcode_Reverse,1652,1676,75
4260240,Three_Barcode_Reverse,1606,1676,50
4260250,CCS,0,868,100
4260250,Three_Barcode_Reverse,791,871,50
4260253,CCS,0,951,100
4260253,Five_Barcode,1,26,75
4260253,Three_Barcode,1,74,50
4260258,CCS,0,2216,100
4260258,Five_Barcode_Reverse,2192,2216,75
4260258,Three_Barcode,3,75,50
4260296,CCS,0,871,100
4260296,Five_Barcode_Reverse,847,871,75
4260296,Three_Barcode,1,71,50
4260382,CCS,0,312,100
4260382,Five_Barcode,2,31,75
4260398,CCS,0,2626,100
4260398,Five_Barcode_Reverse,1718,1743,75
4260398,Three_Barcode,1744,1822,50
4260421,CCS,0,1768,100
4260437,CCS,0,469,100
4260437,Five_Barcode_Reverse,445,469,75
4260437,Three_Barcode,1,75,50
4260461,CCS,0,800,100
4260489,CCS,0,1603,100
4260489,Five_Barcode_Reverse,1579,1603,75
4260489,Three_Barcode_Reverse,1532,1603,50
4260492,CCS,0,1747,100
4260492,Five_Barcode,2,26,75
4260492,Three_Barcode,2,73,50
4260496,CCS,0,1697,100
4260496,Five_Barcode_Reverse,1673,1697,75
4260496,Three_Barcode,35,116,50
4260533,CCS,0,270,100
4260538,CCS,0,1648,100
4260588,CCS,0,2148,100
4260588,Three_Barcode_Reverse,2082,2155,50
4260639,CCS,0,1067,100
4260639,Five_Barcode_Reverse,1042,1068,75
4260639,Three_Barcode_Reverse,993,1069,50
4260687,CCS,0,1109,100
4260687,Five_Barcode_Reverse,1084,1109,75
4260687,Three_Barcode_Reverse,1035,1109,50
4260738,CCS,0,4613,100
4260738,Five_Barcode_Reverse,1872,1896,75
4260738,Five_Barcode_Reverse,2692,2716,75
4260738,Three_Barcode_Reverse,1826,1896,50
4260738,Three_Barcode_Reverse,2646,2716,50
4260758,CCS,0,1137,100
4260758,Five_Barcode,1,26,75
4260758,Three_Barcode,1,85,50
4325507,CCS,0,477,100
4325507,Three_Barcode_Reverse,408,481,50
4325518,CCS,0,452,100
4325518,Five_Barcode_Reverse,428,452,75
4325518,Three_Barcode_Reverse,383,453,50
4325528,CCS,0,2523,100
4325528,Five_Barcode_Reverse,1468,1492,75
4325528,Five_Barcode_Reverse,2499,2523,75
4325528,Three_Barcode_Reverse,1422,1492,50
4325529,CCS,0,805,100
4325529,Five_Barcode_Reverse,781,805,75
4325529,Three_Barcode_Reverse,735,805,50
4325538,CCS,0,1228,100
4325538,Five_Barcode_Reverse,1204,1228,75
4325538,Three_Barcode,1,72,50
4325543,CCS,0,819,100
4325543,Five_Barcode_Reverse,795,819,75
4325543,Three_Barcode_Reverse,748,819,50
4325557,CCS,0,116,100
4325565,CCS,0,2087,100
4325565,Five_Barcode_Reverse,2064,2089,75
4325565,Three_Barcode_Reverse,398,493,50
4325565,Three_Barcode_Reverse,398,495,50
4325617,CCS,0,1138,100
4325626,CCS,0,200,100
4325635,CCS,0,1151,100
4325635,Five_Barcode_Reverse,1127,1151,75
4325635,Three_Barcode_Reverse,1082,1152,50
4325656,CCS,0,739,100
4325656,Five_Barcode_Reverse,715,739,75
4325656,Three_Barcode_Reverse,669,739,50
4325663,CCS,0,2063,100
4325663,Five_Barcode_Reverse,2039,2064,75
4325663,Three_Barcode_Reverse,1991,2065,50
4325687,CCS,0,3534,100
4325687,Five_Barcode_Reverse,3510,3534,75
4325687,Three_Barcode_Reverse,3465,3540,50
4325690,CCS,0,152,100
4325694,CCS,0,1869,100
4325694,Five_Barcode_Reverse,1845,1869,75
4325694,Three_Barcode_Reverse,1797,1869,50
4325728,CCS,0,382,100
4325732,CCS,0,768,100
4325732,Five_Barcode_Reverse,744,768,75
4325732,Three_Barcode_Reverse,698,768,50
4325737,CCS,0,637,100
4325737,Five_Barcode_Reverse,613,637,75
4325737,Three_Barcode,1,73,50
4325753,CCS,0,384,100
4325775,CCS,0,992,100
4325775,Five_Barcode_Reverse,968,992,75
4325775,Three_Barcode,1,72,50
4325801,CCS,0,2786,100
4325801,Five_Barcode,1,25,75
4325801,Three_Barcode_Reverse,2715,2786,50
4325805,CCS,0,761,100
4325805,Five_Barcode_Reverse,737,761,75
4325805,Three_Barcode,1,71,50
4325808,CCS,0,2944,100
4325808,Five_Barcode_Reverse,2920,2944,75
4325808,Three_Barcode_Reverse,2876,2946,50
4325822,CCS,0,1813,100
4325822,Three_Barcode_Reverse,1741,1821,50
4325861,CCS,0,963,100
4325861,Five_Barcode_Reverse,939,963,75
4325861,Three_Barcode,1,71,50
4325880,CCS,0,1440,100
4325880,Five_Barcode,1,25,75
4325880,Three_Barcode,1,76,50
4325901,CCS,0,718,100
4325901,Five_Barcode_Reverse,694,718,75
4325901,Three_Barcode,1,71,50
4325905,CCS,0,579,100
4325905,Five_Barcode_Reverse,555,579,75
4325905,Three_Barcode,1,72,50
4325912,CCS,0,2581,100
4325912,Five_Barcode,1,26,75
4325912,Three_Barcode,1,74,50
4325938,CCS,0,460,100
4325940,CCS,0,2113,100
4325940,Five_Barcode_Reverse,2089,2113,75
4325940,Three_Barcode,1,72,50
4325970,CCS,0,1562,100
4325970,Five_Barcode,1,25,75
4325970,Three_Barcode,1,71,50
4325987,CCS,0,1061,100
4325987,Five_Barcode,1,27,75
4325987,Three_Barcode,1,77,50
4326003,CCS,0,70,100
4326042,CCS,0,575,100
4326042,Five_Barcode_Reverse,551,575,75
4326042,Three_Barcode_Reverse,505,575,50
4326104,CCS,0,5165,100
4326104,Three_Barcode_Reverse,5070,5168,50
4326107,CCS,0,1104,100
4326107,Five_Barcode_Reverse,1080,1104,75
4326107,Three_Barcode,1,71,50
4326111,CCS,0,1730,100
4326111,Five_Barcode,1,26,75
4326111,Three_Barcode,1,73,50
4326113,CCS,0,1470,100
4326113,Five_Barcode_Reverse,1446,1470,75
4326113,Three_Barcode,1,71,50
4326123,CCS,0,6406,100
4326123,Three_Barcode,8,94,50
4326126,CCS,0,7234,100
4326126,Three_Barcode,131,212,50
4326172,CCS,0,902,100
4326172,Five_Barcode_Reverse,875,902,75
4326172,Three_Barcode_Reverse,828,903,50
4326176,CCS,0,1084,100
4326176,Three_Barcode_Reverse,980,1066,50
4326179,CCS,0,462,100
4326179,Three_Barcode,1,56,50
4326206,CCS,0,1093,100
4326206,Three_Barcode_Reverse,512,591,50
4326235,CCS,0,506,100
4326235,Five_Barcode,1,25,75
4326235,Three_Barcode,1,72,50
4326342,CCS,0,1211,100
4326342,Five_Barcode_Reverse,1187,1211,75
4326342,Three_Barcode,1,71,50
4391027,CCS,0,1518,100
4391046,CCS,0,152,100
4391049,CCS,0,1012,100
4391049,Five_Barcode_Reverse,988,1012,75
4391049,Three_Barcode_Reverse,940,1012,50
4391082,CCS,0,189,100
4391082,Five_Barcode_Reverse,165,189,75
4391082,Three_Barcode_Reverse,118,189,50
4391084,CCS,0,5155,100
4391084,Five_Barcode,1,28,75
4391084,Three_Barcode,1,80,50
4391089,CCS,0,1308,100
4391110,CCS,0,465,100
4391111,CCS,0,592,100
4391111,Five_Barcode_Reverse,568,592,75
4391111,Three_Barcode,1,72,50
4391112,CCS,0,439,100
4391125,CCS,0,1461,100
4391136,CCS,0,934,100
4391136,Five_Barcode_Reverse,910,934,75
4391136,Three_Barcode_Reverse,864,934,50
4391141,CCS,0,1319,100
4391141,Five_Barcode_Reverse,1295,1319,75
4391141,Three_Barcode,1,75,50
4391149,CCS,0,3317,100
4391149,Five_Barcode_Reverse,1890,1914,75
4391149,Five_Barcode_Reverse,3293,3317,75
4391149,Three_Barcode_Reverse,3246,3317,50
4391150,CCS,0,3130,100
4391150,Five_Barcode,1,28,75
4391150,Three_Barcode,1,76,50
4391160,CCS,0,1122,100
4391160,Five_Barcode_Reverse,1099,1123,75
4391160,Three_Barcode_Reverse,1052,1124,50
4391168,CCS,0,2057,100
4391168,Three_Barcode_Reverse,1971,2056,50
4391172,CCS,0,1597,100
4391172,Five_Barcode,1,30,75
4391172,Three_Barcode_Reverse,681,763,50
4391180,CCS,0,839,100
4391180,Five_Barcode_Reverse,813,840,75
4391196,CCS,0,967,100
4391196,Three_Barcode,1,92,50
4391196,Three_Barcode,1,94,50
4391211,CCS,0,550,100
4391211,Five_Barcode_Reverse,526,550,75
4391211,Three_Barcode_Reverse,480,550,50
4391223,CCS,0,3961,100
4391223,Five_Barcode_Reverse,3937,3961,75
4391223,Three_Barcode_Reverse,3042,3113,50
4391223,Three_Barcode_Reverse,3890,3961,50
4391227,CCS,0,1405,100
4391227,Five_Barcode_Reverse,1381,1405,75
4391227,Three_Barcode,1,71,50
4391230,CCS,0,1649,100
4391230,Five_Barcode,3,27,75
4391230,Three_Barcode_Reverse,1579,1653,50
4391252,CCS,0,1035,100
4391252,Three_Barcode,6,95,50
4391254,CCS,0,590,100
4391254,Five_Barcode_Reverse,566,590,75
4391254,Three_Barcode_Reverse,520,591,50
4391255,CCS,0,2179,100
4391255,Five_Barcode,2,29,75
4391255,Three_Barcode,2,97,50
4391257,CCS,0,749,100
4391263,CCS,0,5306,100
4391263,Five_Barcode,1,25,75
4391264,CCS,0,608,100
4391264,Five_Barcode_Reverse,584,608,75
4391264,Three_Barcode_Reverse,538,608,50
4391272,CCS,0,2818,100
4391272,Five_Barcode,1,26,75
4391272,Three_Barcode,1,74,50
4391273,CCS,0,2304,100
4391273,Five_Barcode,1,26,75
4391273,Three_Barcode,1,73,50
4391287,CCS,0,487,100
4391287,Five_Barcode_Reverse,464,488,75
4391287,Three_Barcode_Reverse,418,489,50
4391298,CCS,0,847,100
4391298,Five_Barcode_Reverse,823,847,75
4391298,Three_Barcode,1,71,50
4391298,Three_Barcode,1,73,50
4391314,CCS,0,1041,100
4391314,Five_Barcode_Reverse,1017,1041,75
4391314,Three_Barcode,1,68,50
4391318,CCS,0,1292,100
4391318,Five_Barcode,1,25,75
4391318,Three_Barcode_Reverse,1223,1293,50
4391323,CCS,0,889,100
4391323,Five_Barcode_Reverse,865,889,75
4391323,Three_Barcode,1,71,50
4391329,CCS,0,605,100
4391329,Five_Barcode_Reverse,581,605,75
4391329,Three_Barcode_Reverse,532,605,50
4391334,CCS,0,1063,100
4391334,Five_Barcode_Reverse,1039,1063,75
4391334,Three_Barcode_Reverse,993,1063,50
4391347,CCS,0,380,100
4391347,Five_Barcode_Reverse,356,380,75
4391347,Three_Barcode,1,71,50
4391349,CCS,0,1378,100
4391349,Three_Barcode,1,79,50
4391349,Three_Barcode,1,81,50
4391374,CCS,0,590,100
4391374,Five_Barcode_Reverse,566,590,75
4391374,Three_Barcode_Reverse,516,590,50
4391380,CCS,0,693,100
4391380,Five_Barcode_Reverse,669,693,75
4391380,Three_Barcode,1,71,50
4391389,CCS,0,500,100
4391389,Five_Barcode_Reverse,476,500,75
4391389,Three_Barcode_Reverse,433,504,50
4391397,CCS,0,680,100
4391397,Three_Barcode_Reverse,568,651,50
4391403,CCS,0,966,100
4391403,Three_Barcode_Reverse,893,968,50
4391432,CCS,0,224,100
4391432,Five_Barcode_Reverse,200,224,75
4391432,Three_Barcode,1,71,50
4391438,CCS,0,641,100
4391438,Five_Barcode_Reverse,617,641,75
4391438,Three_Barcode,1,72,50
4391454,CCS,0,620,100
4391454,Five_Barcode_Reverse,596,620,75
4391454,Three_Barcode,1,72,50
4391457,CCS,0,2205,100
4391457,Five_Barcode_Reverse,2181,2205,75
4391457,Three_Barcode_Reverse,2135,2205,50
4391506,CCS,0,1215,100
4391506,Five_Barcode_Reverse,1191,1215,75
4391506,Three_Barcode_Reverse,1144,1217,50
4391527,CCS,0,2488,100
4391527,Five_Barcode_Reverse,1766,1790,75
4391527,Five_Barcode_Reverse,2464,2488,75
4391527,Three_Barcode_Reverse,1718,1790,50
4391538,CCS,0,2332,100
4391538,Five_Barcode_Reverse,2309,2333,75
4391538,Three_Barcode_Reverse,2263,2334,50
4391549,CCS,0,4655,100
4391551,CCS,0,417,100
4391569,CCS,0,191,100
4391569,Five_Barcode_Reverse,167,191,75
4391569,Three_Barcode_Reverse,125,196,50
4391570,CCS,0,943,100
4391570,Five_Barcode,1,25,75
4391570,Three_Barcode,1,71,50
4391576,CCS,0,594,100
4391576,Five_Barcode,1,28,75
4391576,Three_Barcode,1,83,50
4391611,CCS,0,1311,100
4391611,Three_Barcode_Reverse,1239,1314,50
4391627,CCS,0,1584,100
4391632,CCS,0,436,100
4391632,Five_Barcode,1,26,75
4391632,Three_Barcode,1,71,50
4391649,CCS,0,1548,100
4391649,Five_Barcode,1,26,75
4391649,Three_Barcode,1,74,50
4391659,CCS,0,2148,100
4391659,Five_Barcode_Reverse,2123,2148,75
4391659,Three_Barcode,1,66,50
4391703,CCS,0,1482,100
4391703,Five_Barcode_Reverse,1458,1482,75
4391703,Three_Barcode,1,71,50
4391709,CCS,0,2092,100
4391709,Five_Barcode_Reverse,2068,2092,75
4391709,Three_Barcode_Reverse,2019,2092,50
4391715,CCS,0,280,100
4391727,CCS,0,2830,100
4391727,Five_Barcode,1,25,75
4391727,Three_Barcode,1,73,50
4391727,Three_Barcode,1,75,50
4391752,CCS,0,1177,100
4391752,Five_Barcode_Reverse,1153,1177,75
4391752,Three_Barcode,1,71,50
4391753,CCS,0,3511,100
4391759,CCS,0,729,100
4391759,Three_Barcode,1,71,50
4391769,CCS,0,3558,100
4391769,Five_Barcode,1,25,75
4391769,Three_Barcode_Reverse,1709,1786,50
4391803,CCS,0,1376,100
4391815,CCS,0,1183,100
4391815,Five_Barcode_Reverse,640,664,75
4391815,Five_Barcode_Reverse,1159,1183,75
4391815,Three_Barcode,1,71,50
4391821,CCS,0,416,100
4391821,Five_Barcode,1,25,75
4391821,Three_Barcode,1,73,50
4456539,CCS,0,2856,100
4456539,Five_Barcode_Reverse,2832,2856,75
4456539,Three_Barcode_Reverse,2786,2856,50
4456550,CCS,0,2224,100
4456550,Five_Barcode_Reverse,2200,2224,75
4456550,Three_Barcode_Reverse,2153,2226,50
4456551,CCS,0,1177,100
4456551,Five_Barcode_Reverse,1153,1177,75
4456551,Three_Barcode,1,71,50
4456573,CCS,0,1105,100
4456573,Five_Barcode_Reverse,1081,1105,75
4456573,Three_Barcode,1,71,50
4456583,CCS,0,2688,100
4456583,Five_Barcode_Reverse,2664,2688,75
4456583,Three_Barcode,1,72,50
4456597,CCS,0,1512,100
4456597,Five_Barcode_Reverse,1488,1512,75
4456597,Three_Barcode,1,71,50
4456602,CCS,0,1255,100
4456615,CCS,0,1476,100
4456615,Five_Barcode_Reverse,1452,1476,75
4456615,Three_Barcode_Reverse,1405,1477,50
4456624,CCS,0,1285,100
4456624,Five_Barcode_Reverse,1261,1285,75
4456624,Three_Barcode,1,74,50
4456646,CCS,0,690,100
4456646,Five_Barcode_Reverse,645,671,75
4456646,Three_Barcode_Reverse,601,673,50
4456648,CCS,0,2277,100
4456648,Three_Barcode_Reverse,2199,2282,50
4456656,CCS,0,994,100
4456656,Five_Barcode,1,25,75
4456656,Three_Barcode_Reverse,922,997,50
4456660,CCS,0,613,100
4456660,Five_Barcode,1,25,75
4456660,Three_Barcode_Reverse,539,615,50
4456672,CCS,0,2841,100
4456672,Three_Barcode_Reverse,2776,2846,50
4456686,CCS,0,730,100
4456687,CCS,0,1278,100
4456687,Three_Barcode,5,80,50
4456699,CCS,0,217,100
4456699,Five_Barcode,1,25,75
4456699,Three_Barcode,1,71,50
4456703,CCS,0,8346,100
4456703,Five_Barcode,1,25,75
4456703,Three_Barcode_Reverse,8275,8346,50
4456707,CCS,0,2016,100
4456748,CCS,0,833,100
4456748,Five_Barcode_Reverse,809,833,75
4456748,Three_Barcode_Reverse,762,833,50
4456758,CCS,0,2093,100
4456758,Five_Barcode_Reverse,2069,2093,75
4456758,Three_Barcode_Reverse,2023,2093,50
4456764,CCS,0,939,100
4456764,Five_Barcode_Reverse,915,939,75
4456764,Three_Barcode,1,71,50
4456775,CCS,0,938,100
4456775,Five_Barcode_Reverse,914,938,75
4456775,Three_Barcode,1,71,50
4456775,Three_Barcode,1,73,50
4456775,Three_Barcode,1,75,50
4456780,CCS,0,969,100
4456780,Five_Barcode_Reverse,945,969,75
4456780,Three_Barcode,1,71,50
4456781,CCS,0,658,100
4456781,Five_Barcode_Reverse,634,658,75
4456781,Three_Barcode_Reverse,588,658,50
4456783,CCS,0,5891,100
4456783,Five_Barcode,1,26,75
4456783,Three_Barcode,1,74,50
4456800,CCS,0,320,100
4456800,Five_Barcode,1,25,75
4456800,Three_Barcode,1,72,50
4456810,CCS,0,500,100
4456810,Five_Barcode_Reverse,476,500,75
4456810,Three_Barcode,1,71,50
4456817,CCS,0,1420,100
4456817,Five_Barcode_Reverse,1396,1420,75
4456817,Three_Barcode_Reverse,1349,1421,50
4456820,CCS,0,769,100
4456820,Five_Barcode,1,26,75
4456820,Three_Barcode_Reverse,685,772,50
4456822,CCS,0,636,100
4456822,Five_Barcode_Reverse,612,636,75
4456822,Three_Barcode,1,72,50
4456822,Three_Barcode,1,74,50
4456841,CCS,0,4881,100
4456841,Three_Barcode,1,75,50
4456843,CCS,0,473,100
4456843,Three_Barcode_Reverse,133,221,50
4456849,CCS,0,3628,100
4456849,Five_Barcode_Reverse,3604,3628,75
4456849,Three_Barcode_Reverse,3558,3628,50
4456855,CCS,0,1142,100
4456855,Five_Barcode_Reverse,217,241,75
4456855,Five_Barcode_Reverse,1118,1142,75
4456855,Three_Barcode_Reverse,170,241,50
4456856,CCS,0,1265,100
4456856,Five_Barcode_Reverse,1239,1263,75
4456859,CCS,0,2394,100
4456865,CCS,0,1456,100
4456865,Five_Barcode,1,25,75
4456865,Three_Barcode,1,72,50
4456866,CCS,0,3745,100
4456866,Five_Barcode_Reverse,2785,2809,75
4456866,Five_Barcode_Reverse,3721,3745,75
4456866,Three_Barcode_Reverse,2738,2809,50
4456877,CCS,0,808,100
4456877,Five_Barcode_Reverse,784,808,75
4456877,Three_Barcode_Reverse,734,808,50
4456878,CCS,0,1245,100
4456878,Five_Barcode,1,26,75
4456878,Three_Barcode,1,72,50
4456883,CCS,0,776,100
4456883,Five_Barcode_Reverse,752,776,75
4456883,Three_Barcode_Reverse,706,776,50
4456920,CCS,0,1402,100
4456920,Five_Barcode_Reverse,1378,1402,75
4456920,Three_Barcode_Reverse,1332,1402,50
4456932,CCS,0,1048,100
4456932,Five_Barcode_Reverse,1024,1048,75
4456932,Three_Barcode_Reverse,979,1049,50
4456944,CCS,0,1101,100
4456944,Five_Barcode_Reverse,1077,1101,75
4456944,Three_Barcode,1,71,50
4456950,CCS,0,3477,100
4456950,Five_Barcode,1,26,75
4456950,Three_Barcode,1,104,50
4456954,CCS,0,1850,100
4456954,Five_Barcode_Reverse,1826,1850,75
4456954,Three_Barcode_Reverse,1780,1850,50
4456959,CCS,0,300,100
4456959,Five_Barcode,1,26,75
4456970,CCS,0,851,100
4456970,Five_Barcode_Reverse,820,849,75
4456970,Three_Barcode,1,73,50
4456976,CCS,0,788,100
4456976,Five_Barcode_Reverse,763,788,75
4456988,CCS,0,1565,100
4456992,CCS,0,1251,100
4457005,CCS,0,8753,100
4457016,CCS,0,699,100
4457016,Three_Barcode,2,75,50
4457025,CCS,0,784,100
4457025,Three_Barcode_Reverse,698,785,50
4457026,CCS,0,1735,100
4457026,Five_Barcode_Reverse,1710,1735,75
4457026,Three_Barcode_Reverse,1662,1736,50
4457029,CCS,0,281,100
4457029,Five_Barcode,1,25,75
4457029,Three_Barcode,1,71,50
4457040,CCS,0,1561,100
4457040,Five_Barcode_Reverse,1537,1561,75
4457040,Three_Barcode,1,74,50
4457044,CCS,0,4021,100
4457044,Five_Barcode_Reverse,200,225,75
4457044,Three_Barcode,1362,1450,50
4457059,CCS,0,437,100
4457073,CCS,0,1344,100
4457073,Five_Barcode_Reverse,1320,1344,75
4457073,Three_Barcode_Reverse,1274,1344,50
4457076,CCS,0,597,100
4457076,Five_Barcode_Reverse,573,597,75
4457076,Three_Barcode,1,71,50
4457081,CCS,0,321,100
4457083,CCS,0,722,100
4457083,Three_Barcode,1,79,50
4457092,CCS,0,929,100
4457092,Five_Barcode_Reverse,905,929,75
4457092,Three_Barcode,1,71,50
4457120,CCS,0,2382,100
4457120,Five_Barcode_Reverse,2358,2382,75
4457120,Three_Barcode,1,71,50
4457138,CCS,0,1940,100
4457138,Five_Barcode_Reverse,1916,1940,75
4457138,Three_Barcode,1,72,50
4457143,CCS,0,1891,100
4457143,Five_Barcode_Reverse,1867,1891,75
4457143,Three_Barcode,1,71,50
4457147,CCS,0,1283,100
4457147,Five_Barcode_Reverse,1259,1283,75
4457147,Three_Barcode,1,72,50
4457175,CCS,0,610,100
4457175,Five_Barcode_Reverse,585,610,75
4457175,Three_Barcode,1,71,50
4457185,CCS,0,2728,100
4457185,Five_Barcode_Reverse,2704,2729,75
4457186,CCS,0,1052,100
4457186,Five_Barcode,1,25,75
4457186,Three_Barcode,1,83,50
4457190,CCS,0,222,100
4457190,Five_Barcode_Reverse,198,222,75
4457190,Three_Barcode_Reverse,150,222,50
4457197,CCS,0,2406,100
4457209,CCS,0,2440,100
4457209,Five_Barcode,1,26,75
4457209,Three_Barcode,1,80,50
4457214,CCS,0,2983,100
4457214,Five_Barcode_Reverse,2499,2524,75
4457221,CCS,0,500,100
4457224,CCS,0,2360,100
4457230,CCS,0,1144,100
4457230,Five_Barcode_Reverse,1120,1144,75
4457230,Three_Barcode_Reverse,1074,1144,50
4457234,CCS,0,838,100
4457234,Five_Barcode_Reverse,814,838,75
4457234,Three_Barcode_Reverse,766,838,50
4457236,CCS,0,1202,100
4457236,Five_Barcode_Reverse,1176,1202,75
4457236,Three_Barcode_Reverse,1129,1202,50
4457248,CCS,0,2345,100
4457248,Five_Barcode_Reverse,2320,2345,75
4457248,Three_Barcode_Reverse,2274,2347,50
4457256,CCS,0,616,100
4457256,Three_Barcode,2,81,50
4457272,CCS,0,1959,100
4457272,Three_Barcode,1,82,50
4457273,CCS,0,2129,100
4457273,Five_Barcode,1,24,75
4457273,Three_Barcode_Reverse,2050,2132,50
4457291,CCS,0,2244,100
4457291,Five_Barcode_Reverse,2222,2246,75
4457291,Three_Barcode_Reverse,1538,1625,50
4457299,CCS,0,1719,100
4457299,Five_Barcode_Reverse,1695,1719,75
4457299,Three_Barcode_Reverse,1649,1719,50
4457304,CCS,0,2200,100
4457304,Five_Barcode_Reverse,2176,2200,75
4457304,Three_Barcode,1,71,50
4457319,CCS,0,353,100
4457319,Five_Barcode_Reverse,331,355,75
4457319,Three_Barcode_Reverse,285,356,50
4457320,CCS,0,2033,100
4457320,Five_Barcode_Reverse,2010,2035,75
4457320,Three_Barcode,1,81,50
4457323,CCS,0,1929,100
4457323,Five_Barcode_Reverse,1905,1929,75
4457323,Three_Barcode_Reverse,1858,1929,50
4457334,CCS,0,1075,100
4457334,Five_Barcode_Reverse,1051,1075,75
4457334,Three_Barcode,1,71,50
4457360,CCS,0,949,100
4457360,Five_Barcode_Reverse,925,949,75
4457360,Three_Barcode_Reverse,879,949,50
4457368,CCS,0,1726,100
4457402,CCS,0,990,100
4457402,Five_Barcode,2,27,75
4457412,CCS,0,1484,100
4457412,Five_Barcode_Reverse,516,540,75
4457412,Five_Barcode_Reverse,1460,1484,75
4457412,Three_Barcode_Reverse,1414,1484,50
4457419,CCS,0,315,100
4457419,Five_Barcode,1,25,75
4457419,Three_Barcode,1,71,50
4457438,CCS,0,995,100
4457438,Five_Barcode,1,25,75
4457438,Three_Barcode,1,73,50
4522096,CCS,0,2999,100
4522096,Five_Barcode_Reverse,2975,2999,75
4522096,Three_Barcode_Reverse,2929,2999,50
4522101,CCS,0,232,100
4522101,Five_Barcode_Reverse,208,232,75
4522101,Three_Barcode_Reverse,160,232,50
4522102,CCS,0,924,100
4522103,CCS,0,2250,100
4522103,Five_Barcode_Reverse,2226,2250,75
4522103,Three_Barcode_Reverse,2179,2250,50
4522112,CCS,0,553,100
4522112,Five_Barcode_Reverse,529,553,75
4522112,Three_Barcode,1,71,50
4522119,CCS,0,1399,100
4522119,Five_Barcode,1,26,75
4522119,Three_Barcode,1,73,50
4522131,CCS,0,599,100
4522131,Five_Barcode_Reverse,575,599,75
4522131,Three_Barcode_Reverse,529,599,50
4522134,CCS,0,1394,100
4522134,Five_Barcode_Reverse,1370,1394,75
4522134,Three_Barcode,1,72,50
4522137,CCS,0,1100,100
4522137,Five_Barcode_Reverse,1076,1100,75
4522137,Three_Barcode_Reverse,1029,1100,50
4522140,CCS,0,1033,100
4522140,Three_Barcode_Reverse,957,1037,50
4522141,CCS,0,534,100
4522141,Five_Barcode,1,24,75
4522141,Three_Barcode,1,71,50
4522145,CCS,0,223,100
4522145,Five_Barcode_Reverse,199,223,75
4522145,Three_Barcode_Reverse,153,223,50
4522162,CCS,0,987,100
4522162,Five_Barcode_Reverse,963,987,75
4522162,Three_Barcode_Reverse,918,988,50
4522179,CCS,0,1020,100
4522179,Five_Barcode_Reverse,996,1020,75
4522179,Three_Barcode_Reverse,950,1020,50
4522182,CCS,0,1138,100
4522182,Five_Barcode_Reverse,635,660,75
