ZMW,region,start,stop,y
5505613,Five_Barcode_Reverse,2102,2126,75
5505613,Three_Barcode,1,72,50
5505614,CCS,0,1399,100
5505614,Five_Barcode,1,25,75
5505614,Three_Barcode,1,72,50
5505615,CCS,0,745,100
5505615,Five_Barcode_Reverse,721,745,75
5505615,Three_Barcode_Reverse,674,745,50
5505617,CCS,0,1178,100
5505617,Five_Barcode,1,25,75
5505617,Three_Barcode_Reverse,1111,1181,50
5505620,CCS,0,1296,100
5505620,Five_Barcode_Reverse,1272,1296,75
5505620,Three_Barcode,1,71,50
5505621,CCS,0,279,100
5505625,CCS,0,1653,100
5505625,Five_Barcode_Reverse,1629,1653,75
5505625,Three_Barcode,1,72,50
5505626,CCS,0,1900,100
5505626,Five_Barcode_Reverse,1876,1900,75
5505626,Three_Barcode_Reverse,1829,1900,50
5505628,CCS,0,3917,100
5505628,Five_Barcode,1,25,75
5505628,Three_Barcode_Reverse,3846,3922,50
5505629,CCS,0,1049,100
5505629,Five_Barcode_Reverse,1025,1049,75
5505629,Three_Barcode_Reverse,978,1049,50
5505630,CCS,0,2044,100
5505630,Five_Barcode_Reverse,2020,2044,75
5505630,Three_Barcode_Reverse,1974,2044,50
5505632,CCS,0,1042,100
5505632,Five_Barcode,1,25,75
5505632,Three_Barcode_Reverse,973,1043,50
5505633,CCS,0,2453,100
5505633,Five_Barcode_Reverse,2429,2453,75
5505633,Three_Barcode_Reverse,2381,2453,50
5505635,CCS,0,934,100
5505635,Five_Barcode_Reverse,893,920,75
5505636,CCS,0,327,100
5505636,Five_Barcode,1,25,75
5505636,Three_Barcode,1,72,50
5505637,CCS,0,5147,100
5505637,Five_Barcode,1,24,75
5505639,CCS,0,534,100
5505639,Five_Barcode_Reverse,510,534,75
5505639,Three_Barcode,1,74,50
5505640,CCS,0,324,100
5505641,CCS,0,846,100
5505641,Five_Barcode_Reverse,822,846,75
5505641,Three_Barcode,1,72,50
5505642,CCS,0,2565,100
5505642,Five_Barcode_Reverse,2541,2565,75
5505642,Three_Barcode,1,71,50
5505643,CCS,0,1827,100
5505643,Five_Barcode,1,25,75
5505643,Three_Barcode,1,71,50
5505646,CCS,0,1425,100
5505646,Five_Barcode_Reverse,1401,1425,75
5505646,Three_Barcode_Reverse,1357,1427,50
5505649,CCS,0,1658,100
5505649,Five_Barcode_Reverse,1633,1659,75
5505649,Three_Barcode,1,76,50
5505650,CCS,0,1166,100
5505650,Five_Barcode_Reverse,1142,1166,75
5505650,Three_Barcode_Reverse,1091,1166,50
5505652,CCS,0,3074,100
5505652,Five_Barcode_Reverse,3050,3074,75
5505652,Three_Barcode,1,72,50
5505653,CCS,0,2470,100
5505653,Three_Barcode_Reverse,1075,1153,50
5505654,CCS,0,2475,100
5505654,Three_Barcode,1,92,50
5505654,Three_Barcode,1,94,50
5505655,CCS,0,10295,100
5505655,Five_Barcode_Reverse,10271,10295,75
5505655,Three_Barcode_Reverse,10225,10295,50
5505656,CCS,0,450,100
5505657,CCS,0,1453,100
5505657,Five_Barcode_Reverse,1429,1453,75
5505657,Three_Barcode_Reverse,1383,1453,50
5505658,CCS,0,1725,100
5505658,Five_Barcode_Reverse,1701,1725,75
5505658,Three_Barcode_Reverse,1655,1725,50
5505660,CCS,0,5686,100
5505660,Five_Barcode_Reverse,3835,3859,75
5505660,Five_Barcode_Reverse,5265,5289,75
5505660,Five_Barcode_Reverse,5662,5686,75
5505660,Three_Barcode_Reverse,3788,3859,50
5505661,CCS,0,1262,100
5505661,Five_Barcode_Reverse,1238,1262,75
5505661,Three_Barcode_Reverse,1191,1262,50
5505662,CCS,0,195,100
5505664,CCS,0,1678,100
5505664,Three_Barcode_Reverse,1268,1352,50
5505664,Adapter,1362,1414,25
5505664,Adapter,1362,1424,25
5505667,CCS,0,430,100
5505667,Five_Barcode_Reverse,406,430,75
5505667,Three_Barcode_Reverse,359,430,50
5505669,CCS,0,976,100
5505669,Five_Barcode_Reverse,952,976,75
5505669,Three_Barcode,1,72,50
5505673,CCS,0,375,100
5505674,CCS,0,1021,100
5505674,Five_Barcode_Reverse,997,1021,75
5505674,Three_Barcode,1,71,50
5505677,CCS,0,625,100
5505677,Five_Barcode_Reverse,601,625,75
5505677,Three_Barcode,1,71,50
5505677,Three_Barcode,1,73,50
5505679,CCS,0,1325,100
5505679,Five_Barcode_Reverse,1300,1325,75
5505679,Three_Barcode,1,70,50
5505680,CCS,0,353,100
5505680,Five_Barcode,1,28,75
5505680,Three_Barcode,1,77,50
5505688,CCS,0,674,100
5505688,Three_Barcode,2,89,50
5505690,CCS,0,2728,100
5505690,Five_Barcode_Reverse,2706,2730,75
5505690,Three_Barcode,1,76,50
5505693,CCS,0,3008,100
5505693,Five_Barcode_Reverse,2984,3008,75
5505693,Three_Barcode_Reverse,2938,3008,50
5505697,CCS,0,1304,100
5505697,Five_Barcode_Reverse,1280,1304,75
5505697,Three_Barcode,1,72,50
5505700,CCS,0,1087,100
5505700,Five_Barcode_Reverse,1063,1087,75
5505700,Three_Barcode,1,71,50
5505701,CCS,0,1354,100
5505701,Five_Barcode_Reverse,1324,1349,75
5505701,Three_Barcode,1,78,50
5505702,CCS,0,673,100
5505702,Five_Barcode_Reverse,649,673,75
5505702,Three_Barcode_Reverse,602,673,50
5505703,CCS,0,1667,100
5505705,CCS,0,1123,100
5505705,Three_Barcode_Reverse,1025,1121,50
5505705,Three_Barcode_Reverse,1025,1123,50
5505706,CCS,0,3283,100
5505706,Five_Barcode,1,26,75
5505706,Three_Barcode_Reverse,3211,3285,50
5505707,CCS,0,7797,100
5505707,Five_Barcode,1,25,75
5505707,Three_Barcode_Reverse,7728,7798,50
5505708,CCS,0,1168,100
5505708,Five_Barcode,1,25,75
5505708,Three_Barcode,1,72,50
5505710,CCS,0,311,100
5505712,CCS,0,4739,100
5505713,CCS,0,4555,100
5505713,Five_Barcode_Reverse,4531,4555,75
5505713,Three_Barcode_Reverse,4484,4555,50
5505714,CCS,0,4833,100
5505714,Five_Barcode,3,27,75
5505714,Five_Barcode,1244,1268,75
5505714,Three_Barcode_Reverse,1173,1245,50
5505715,CCS,0,3347,100
5505715,Three_Barcode_Reverse,3259,3348,50
5505716,CCS,0,1966,100
5505716,Five_Barcode_Reverse,1942,1966,75
5505716,Three_Barcode,1,71,50
5505717,CCS,0,2380,100
5505717,Five_Barcode_Reverse,2355,2381,75
5505717,Three_Barcode_Reverse,1062,1152,50
5505718,CCS,0,2721,100
5505718,Five_Barcode_Reverse,2697,2721,75
5505718,Three_Barcode_Reverse,2651,2721,50
5505720,CCS,0,1844,100
5505720,Five_Barcode_Reverse,1820,1844,75
5505720,Three_Barcode_Reverse,1774,1844,50
5505722,CCS,0,1325,100
5505722,Five_Barcode_Reverse,1295,1322,75
5505724,CCS,0,2041,100
5505724,Five_Barcode_Reverse,696,720,75
5505724,Five_Barcode_Reverse,1295,1319,75
5505724,Five_Barcode_Reverse,2017,2041,75
5505724,Three_Barcode_Reverse,1249,1319,50
5505724,Three_Barcode_Reverse,1971,2041,50
5505726,CCS,0,840,100
5505726,Five_Barcode_Reverse,816,840,75
5505726,Three_Barcode_Reverse,770,840,50
5505728,CCS,0,1899,100
5505728,Five_Barcode,1,26,75
5505729,CCS,0,1287,100
5505729,Five_Barcode_Reverse,1263,1287,75
5505729,Three_Barcode_Reverse,1217,1287,50
5505730,CCS,0,2659,100
5505730,Five_Barcode,1,25,75
5505730,Three_Barcode_Reverse,2590,2660,50
5505732,CCS,0,1182,100
5505732,Five_Barcode_Reverse,1158,1182,75
5505732,Three_Barcode,1,71,50
5505733,CCS,0,2959,100
5505733,Five_Barcode_Reverse,2935,2959,75
5505733,Three_Barcode_Reverse,2888,2959,50
5505736,CCS,0,1484,100
5505736,Five_Barcode_Reverse,1460,1484,75
5505736,Three_Barcode,1,71,50
5505737,CCS,0,3540,100
5505737,Five_Barcode_Reverse,3516,3540,75
5505737,Three_Barcode_Reverse,3471,3541,50
5505739,CCS,0,1399,100
5505739,Five_Barcode_Reverse,1375,1399,75
5505739,Three_Barcode_Reverse,1327,1399,50
5505740,CCS,0,558,100
5505740,Five_Barcode_Reverse,534,558,75
5505740,Three_Barcode,1,71,50
5505741,CCS,0,487,100
5505742,CCS,0,831,100
5505742,Three_Barcode_Reverse,748,841,50
5505745,CCS,0,944,100
5505746,CCS,0,618,100
5505746,Five_Barcode_Reverse,594,618,75
5505746,Three_Barcode,1,72,50
5505747,CCS,0,1425,100
5505747,Five_Barcode_Reverse,1401,1425,75
5505747,Three_Barcode_Reverse,1355,1425,50
5505748,CCS,0,217,100
5505749,CCS,0,630,100
5505751,CCS,0,2254,100
5505751,Five_Barcode_Reverse,2230,2254,75
5505751,Three_Barcode_Reverse,2184,2254,50
5505756,CCS,0,543,100
5505758,CCS,0,620,100
5505758,Five_Barcode,1,25,75
5505758,Three_Barcode_Reverse,552,623,50
5505759,CCS,0,254,100
5505759,Five_Barcode_Reverse,230,254,75
5505759,Three_Barcode_Reverse,183,254,50
5505762,CCS,0,1523,100
5505762,Five_Barcode,1,25,75
5505762,Three_Barcode,1,71,50
5505763,CCS,0,2166,100
5505763,Five_Barcode_Reverse,2142,2166,75
5505763,Three_Barcode_Reverse,2096,2166,50
5505766,CCS,0,1606,100
5505766,Five_Barcode_Reverse,1582,1606,75
5505766,Three_Barcode,1,71,50
5505768,CCS,0,1141,100
5505768,Five_Barcode_Reverse,1117,1141,75
5505768,Three_Barcode_Reverse,1072,1142,50
5505770,CCS,0,3349,100
5505770,Five_Barcode,1,28,75
5505770,Three_Barcode,1,74,50
5505771,CCS,0,1882,100
5505771,Five_Barcode_Reverse,1858,1882,75
5505771,Three_Barcode_Reverse,1812,1882,50
5505772,CCS,0,1537,100
5505772,Five_Barcode_Reverse,1513,1537,75
5505772,Three_Barcode_Reverse,1466,1537,50
5505774,CCS,0,885,100
5505774,Five_Barcode,2,26,75
5505774,Three_Barcode_Reverse,810,885,50
5505774,Three_Barcode_Reverse,810,891,50
5505777,CCS,0,4292,100
5505777,Five_Barcode_Reverse,4267,4292,75
5505777,Three_Barcode_Reverse,4221,4293,50
5505782,CCS,0,2528,100
5505783,CCS,0,786,100
5505783,Five_Barcode_Reverse,495,519,75
5505783,Five_Barcode_Reverse,762,786,75
5505783,Three_Barcode_Reverse,716,786,50
5505784,CCS,0,1144,100
5505784,Five_Barcode_Reverse,1120,1144,75
5505784,Three_Barcode,1,71,50
5505785,CCS,0,2679,100
5505785,Five_Barcode_Reverse,647,671,75
5505785,Five_Barcode_Reverse,2655,2679,75
5505785,Three_Barcode_Reverse,600,671,50
5505786,CCS,0,306,100
5505788,CCS,0,1015,100
5505788,Three_Barcode,23,98,50
5505789,CCS,0,204,100
5505792,CCS,0,4422,100
5505795,CCS,0,689,100
5505795,Five_Barcode_Reverse,665,689,75
5505795,Three_Barcode_Reverse,619,689,50
5505796,CCS,0,309,100
5505796,Three_Barcode_Reverse,202,301,50
5505797,CCS,0,257,100
5505798,CCS,0,514,100
5505799,CCS,0,1224,100
5505799,Five_Barcode_Reverse,1198,1224,75
5505799,Three_Barcode_Reverse,1148,1225,50
5505801,CCS,0,1117,100
5505801,Five_Barcode_Reverse,1093,1117,75
5505801,Three_Barcode_Reverse,1046,1117,50
5505803,CCS,0,2378,100
5505803,Three_Barcode_Reverse,2307,2385,50
5505809,CCS,0,1230,100
5505809,Five_Barcode_Reverse,1206,1230,75
5505809,Three_Barcode_Reverse,1159,1230,50
5505811,CCS,0,1984,100
5505811,Five_Barcode_Reverse,1960,1984,75
5505811,Three_Barcode_Reverse,1913,1984,50
5505812,CCS,0,2556,100
5505812,Five_Barcode,1,25,75
5505812,Three_Barcode_Reverse,2486,2557,50
5505813,CCS,0,963,100
5505813,Five_Barcode_Reverse,939,963,75
5505813,Three_Barcode,1,71,50
5505815,CCS,0,495,100
5505815,Five_Barcode,2,27,75
5505815,Three_Barcode_Reverse,422,496,50
5505816,CCS,0,2924,100
5505816,Five_Barcode,1,26,75
5505816,Three_Barcode_Reverse,2854,2926,50
5505817,CCS,0,481,100
5505817,Five_Barcode_Reverse,457,481,75
5505817,Three_Barcode,1,71,50
5505818,CCS,0,4600,100
5505818,Five_Barcode,2883,2907,75
5505818,Three_Barcode_Reverse,2813,2887,50
5505819,CCS,0,2650,100
5505819,Five_Barcode_Reverse,2626,2650,75
5505819,Three_Barcode,1,71,50
5505820,CCS,0,3975,100
5505820,Five_Barcode,1,25,75
5505820,Five_Barcode,2535,2559,75
5505820,Three_Barcode_Reverse,2463,2534,50
5505822,CCS,0,3156,100
5505822,Five_Barcode_Reverse,3132,3156,75
5505822,Three_Barcode_Reverse,3085,3156,50
5505823,CCS,0,1522,100
5505823,Five_Barcode_Reverse,1498,1522,75
5505823,Three_Barcode_Reverse,1452,1522,50
5505825,CCS,0,5079,100
5505828,CCS,0,455,100
5505828,Five_Barcode_Reverse,431,455,75
5505828,Three_Barcode,1,72,50
5505829,CCS,0,1138,100
5505829,Five_Barcode_Reverse,1114,1138,75
5505829,Three_Barcode_Reverse,1066,1138,50
5505832,CCS,0,452,100
5505832,Five_Barcode,1,26,75
5505834,CCS,0,1750,100
5505834,Five_Barcode,2,26,75
5505834,Three_Barcode,2,72,50
5505838,CCS,0,1453,100
5505838,Five_Barcode_Reverse,1429,1453,75
5505838,Three_Barcode_Reverse,1383,1453,50
5505839,CCS,0,773,100
5505840,CCS,0,2568,100
5505840,Five_Barcode_Reverse,2544,2568,75
5505840,Three_Barcode_Reverse,2498,2568,50
5505842,CCS,0,815,100
5505842,Five_Barcode_Reverse,791,815,75
5505842,Three_Barcode,1,71,50
5505843,CCS,0,1185,100
5505843,Three_Barcode_Reverse,1100,1189,50
5505844,CCS,0,2664,100
5505844,Five_Barcode_Reverse,2640,2664,75
5505844,Three_Barcode,1,72,50
5505845,CCS,0,2676,100
5505845,Three_Barcode_Reverse,2594,2676,50
5505846,CCS,0,1161,100
5505846,Five_Barcode_Reverse,1135,1161,75
5505846,Three_Barcode_Reverse,1092,1165,50
5505848,CCS,0,72,100
5505849,CCS,0,2658,100
5505849,Five_Barcode_Reverse,2634,2658,75
5505849,Three_Barcode_Reverse,2588,2658,50
5505854,CCS,0,986,100
5505856,CCS,0,383,100
5505856,Five_Barcode_Reverse,359,383,75
5505856,Three_Barcode_Reverse,314,384,50
5505857,CCS,0,571,100
5505857,Five_Barcode_Reverse,547,571,75
5505857,Three_Barcode,1,71,50
5505863,CCS,0,4001,100
5505863,Three_Barcode_Reverse,3921,3998,50
5505863,Three_Barcode_Reverse,3921,4000,50
5505866,CCS,0,1772,100
5505868,CCS,0,3913,100
5505868,Five_Barcode_Reverse,3888,3913,75
5505868,Three_Barcode_Reverse,3840,3913,50
5505870,CCS,0,1464,100
5505870,Five_Barcode_Reverse,1441,1466,75
5505870,Three_Barcode,1,83,50
5505871,CCS,0,705,100
5505871,Five_Barcode_Reverse,681,705,75
5505871,Three_Barcode,1,72,50
5505872,CCS,0,1529,100
5505872,Three_Barcode,1,81,50
5505873,CCS,0,2208,100
5505873,Five_Barcode_Reverse,1319,1346,75
5505873,Three_Barcode,4,80,50
5505879,CCS,0,2225,100
5505879,Five_Barcode,1,28,75
5505879,Three_Barcode,1,88,50
5505880,CCS,0,1906,100
5505880,Five_Barcode_Reverse,1882,1906,75
5505880,Three_Barcode,1,72,50
5505881,CCS,0,2503,100
5505881,Five_Barcode_Reverse,2480,2504,75
5505881,Three_Barcode,1,71,50
5505884,CCS,0,2372,100
5505884,Five_Barcode_Reverse,2348,2372,75
5505884,Three_Barcode,1,75,50
5505886,CCS,0,591,100
5505886,Five_Barcode_Reverse,567,591,75
5505886,Three_Barcode,1,71,50
5505889,CCS,0,1698,100
5505889,Five_Barcode_Reverse,1674,1698,75
5505889,Three_Barcode,1,71,50
5505890,CCS,0,3222,100
5505890,Five_Barcode_Reverse,3198,3222,75
5505890,Three_Barcode_Reverse,3152,3222,50
5505892,CCS,0,1382,100
5505895,CCS,0,4135,100
5505895,Three_Barcode,1002,1088,50
5505897,CCS,0,540,100
5505897,Three_Barcode_Reverse,465,545,50
5505897,Three_Barcode_Reverse,465,547,50
5505900,CCS,0,2659,100
5505900,Five_Barcode_Reverse,1448,1472,75
5505900,Five_Barcode_Reverse,2635,2659,75
5505900,Three_Barcode_Reverse,1402,1472,50
5505905,CCS,0,1846,100
5505905,Five_Barcode_Reverse,1822,1846,75
5505905,Three_Barcode,1,73,50
5505906,CCS,0,1043,100
5505906,Five_Barcode_Reverse,1019,1043,75
5505906,Three_Barcode,1,71,50
5505909,CCS,0,1935,100
5505909,Five_Barcode_Reverse,1911,1935,75
5505909,Three_Barcode,1,71,50
5505910,CCS,0,5391,100
5505910,Five_Barcode_Reverse,5367,5391,75
5505910,Three_Barcode,1,71,50
5505915,CCS,0,1736,100
5505915,Five_Barcode,2,28,75
5505915,Three_Barcode_Reverse,1656,1730,50
5505916,CCS,0,4619,100
5505916,Five_Barcode_Reverse,3330,3355,75
5505916,Three_Barcode,3355,3430,50
5505919,CCS,0,281,100
5505921,CCS,0,1863,100
5505921,Five_Barcode_Reverse,1839,1863,75
5505921,Three_Barcode_Reverse,1793,1863,50
5505926,CCS,0,3169,100
5505928,CCS,0,624,100
5505928,Three_Barcode_Reverse,263,351,50
5505929,CCS,0,374,100
5505931,CCS,0,2053,100
5505931,Five_Barcode,1,27,75
5505931,Three_Barcode_Reverse,1973,2054,50
5505933,CCS,0,543,100
5505933,Five_Barcode_Reverse,519,543,75
5505933,Three_Barcode_Reverse,473,543,50
5505934,CCS,0,477,100
5505934,Five_Barcode_Reverse,445,469,75
5505935,CCS,0,4083,100
5505935,Five_Barcode_Reverse,4059,4083,75
5505935,Three_Barcode,1,71,50
5505939,CCS,0,734,100
5505939,Five_Barcode_Reverse,710,734,75
5505939,Three_Barcode,1,71,50
5505940,CCS,0,1872,100
5505940,Five_Barcode,1,27,75
5505940,Three_Barcode,1,78,50
5505942,CCS,0,1912,100
5505944,CCS,0,453,100
5505944,Five_Barcode_Reverse,429,453,75
5505944,Three_Barcode_Reverse,382,453,50
5505945,CCS,0,2201,100
5505945,Five_Barcode,742,766,75
5505945,Three_Barcode,1,71,50
5505946,CCS,0,277,100
5505946,Three_Barcode,1,77,50
5505948,CCS,0,1772,100
5505948,Five_Barcode_Reverse,1748,1772,75
5505948,Three_Barcode_Reverse,1703,1773,50
5505949,CCS,0,1239,100
5505949,Five_Barcode_Reverse,1215,1239,75
5505949,Three_Barcode_Reverse,1170,1241,50
5505951,CCS,0,484,100
5505951,Five_Barcode,1,25,75
5505951,Three_Barcode,1,72,50
5505955,CCS,0,2158,100
5505955,Five_Barcode,1,25,75
5505955,Three_Barcode_Reverse,2090,2160,50
5505957,CCS,0,3859,100
5505957,Five_Barcode,1,25,75
5505957,Three_Barcode_Reverse,3789,3860,50
5505963,CCS,0,766,100
5505965,CCS,0,2602,100
5505965,Five_Barcode,1,26,75
5505965,Three_Barcode,1,72,50
5505965,Three_Barcode,1,74,50
5505967,CCS,0,847,100
5505967,Five_Barcode_Reverse,823,847,75
5505967,Three_Barcode,1,73,50
5505968,CCS,0,2306,100
5505968,Three_Barcode,1,74,50
5505969,CCS,0,1973,100
5505970,CCS,0,835,100
5505971,CCS,0,2696,100
5505971,Five_Barcode_Reverse,2672,2696,75
5505971,Three_Barcode_Reverse,2626,2696,50
5505972,CCS,0,2168,100
5505972,Three_Barcode_Reverse,1283,1368,50
5505973,CCS,0,1877,100
5505976,CCS,0,4289,100
5505976,Five_Barcode,2,27,75
5505978,CCS,0,1379,100
5505981,CCS,0,2590,100
5505981,Five_Barcode_Reverse,2566,2590,75
5505981,Three_Barcode,1,71,50
5505985,CCS,0,3877,100
5505985,Five_Barcode_Reverse,3853,3877,75
5505985,Three_Barcode,1,72,50
5505986,CCS,0,1947,100
5505986,Five_Barcode_Reverse,1922,1946,75
5505986,Three_Barcode,1,78,50
5505989,CCS,0,2075,100
5505989,Five_Barcode_Reverse,2051,2075,75
5505989,Three_Barcode,1,71,50
5505993,CCS,0,1873,100
5505993,Five_Barcode,1,27,75
5505993,Three_Barcode,1,77,50
5505996,CCS,0,2533,100
5505996,Five_Barcode_Reverse,2509,2533,75
5505996,Three_Barcode,1,72,50
5505997,CCS,0,1991,100
5505997,Five_Barcode_Reverse,1967,1991,75
5505997,Three_Barcode,1,71,50
5506002,CCS,0,3321,100
5506002,Five_Barcode_Reverse,1331,1355,75
5506002,Five_Barcode_Reverse,3297,3321,75
5506002,Three_Barcode_Reverse,1285,1355,50
5506007,CCS,0,3392,100
5506007,Five_Barcode,1,26,75
5506007,Three_Barcode_Reverse,3325,3400,50
5506009,CCS,0,211,100
5506012,CCS,0,7194,100
5506012,Five_Barcode_Reverse,4657,4683,75
5506012,Three_Barcode_Reverse,4610,4684,50
5506016,CCS,0,1135,100
5506016,Five_Barcode,1,25,75
5506016,Three_Barcode,1,73,50
5506018,CCS,0,2104,100
5506018,Three_Barcode,1874,1967,50
5506028,CCS,0,446,100
5506028,Five_Barcode_Reverse,422,446,75
5506028,Three_Barcode_Reverse,375,447,50
5506030,CCS,0,2701,100
5506030,Five_Barcode_Reverse,2677,2701,75
5506030,Three_Barcode,1,71,50
5506032,CCS,0,3719,100
5506032,Five_Barcode_Reverse,3695,3719,75
5506032,Three_Barcode,1,71,50
5570640,CCS,0,2981,100
5570640,Five_Barcode_Reverse,2957,2981,75
5570640,Three_Barcode_Reverse,2911,2981,50
5570641,CCS,0,534,100
5570641,Five_Barcode_Reverse,510,534,75
5570641,Three_Barcode_Reverse,465,535,50
5570647,CCS,0,907,100
5570647,Five_Barcode_Reverse,883,907,75
5570647,Three_Barcode,1,72,50
5570652,CCS,0,1507,100
5570652,Five_Barcode_Reverse,1483,1507,75
5570652,Three_Barcode_Reverse,1435,1507,50
5570653,CCS,0,1847,100
5570653,Five_Barcode_Reverse,1823,1847,75
5570653,Three_Barcode,1,72,50
5570654,CCS,0,599,100
5570654,Five_Barcode_Reverse,575,599,75
5570654,Three_Barcode_Reverse,524,599,50
5570657,CCS,0,2630,100
5570657,Five_Barcode_Reverse,2606,2630,75
5570657,Three_Barcode_Reverse,2558,2631,50
5570659,CCS,0,1866,100
5570659,Five_Barcode,1,27,75
5570659,Three_Barcode_Reverse,1783,1868,50
5570661,CCS,0,4412,100
5570661,Five_Barcode_Reverse,4388,4412,75
5570661,Three_Barcode,1,71,50
5570662,CCS,0,667,100
5570662,Three_Barcode,2,86,50
5570663,CCS,0,837,100
5570663,Five_Barcode_Reverse,813,837,75
5570663,Three_Barcode_Reverse,768,838,50
5570664,CCS,0,2009,100
5570664,Five_Barcode,1,25,75
5570666,CCS,0,881,100
5570666,Three_Barcode_Reverse,819,891,50
5570667,CCS,0,7571,100
5570667,Five_Barcode_Reverse,7547,7571,75
5570667,Three_Barcode,1,72,50
5570669,CCS,0,3127,100
5570669,Five_Barcode_Reverse,2490,2514,75
5570669,Five_Barcode_Reverse,3103,3127,75
5570669,Three_Barcode_Reverse,3053,3127,50
5570671,CCS,0,1194,100
5570674,CCS,0,2096,100
5570675,CCS,0,2550,100
5570675,Five_Barcode_Reverse,2526,2550,75
5570675,Three_Barcode,1,72,50
5570677,CCS,0,2597,100
5570677,Five_Barcode_Reverse,2573,2597,75
5570677,Three_Barcode,1,77,50
5570679,CCS,0,6377,100
5570679,Three_Barcode_Reverse,6203,6277,50
5570681,CCS,0,1452,100
5570681,Three_Barcode,4,85,50
5570682,CCS,0,380,100
5570682,Five_Barcode_Reverse,356,380,75
5570682,Three_Barcode,1,71,50
5570683,CCS,0,5924,100
5570683,Five_Barcode_Reverse,4756,4780,75
5570683,Five_Barcode_Reverse,5900,5924,75
5570683,Three_Barcode_Reverse,5852,5924,50
5570685,CCS,0,1149,100
5570685,Five_Barcode_Reverse,1125,1149,75
5570685,Three_Barcode,1,71,50
5570686,CCS,0,298,100
5570691,CCS,0,295,100
5570692,CCS,0,1251,100
5570692,Five_Barcode_Reverse,1227,1251,75
5570692,Three_Barcode,1,71,50
5570694,CCS,0,574,100
5570694,Five_Barcode_Reverse,550,574,75
5570694,Three_Barcode,1,72,50
5570695,CCS,0,3027,100
5570695,Three_Barcode,1,75,50
5570695,Three_Barcode,1,79,50
5570697,CCS,0,744,100
5570697,Five_Barcode_Reverse,720,744,75
5570697,Three_Barcode_Reverse,673,744,50
5570698,CCS,0,4969,100
5570698,Five_Barcode_Reverse,4945,4969,75
5570698,Three_Barcode_Reverse,4898,4969,50
5570700,CCS,0,2906,100
5570700,Five_Barcode_Reverse,902,926,75
5570700,Three_Barcode,1,71,50
5570701,CCS,0,2371,100
5570701,Five_Barcode,1,24,75
5570701,Three_Barcode,1,71,50
5570705,CCS,0,928,100
5570706,CCS,0,3237,100
5570706,Five_Barcode_Reverse,3213,3237,75
5570706,Three_Barcode,1,71,50
5570707,CCS,0,4982,100
5570707,Five_Barcode,2864,2890,75
5570707,Three_Barcode_Reverse,4913,4988,50
5570708,CCS,0,4281,100
5570708,Five_Barcode_Reverse,734,758,75
5570708,Three_Barcode_Reverse,686,758,50
5570710,CCS,0,731,100
5570710,Five_Barcode_Reverse,707,731,75
5570710,Three_Barcode_Reverse,661,731,50
5570712,CCS,0,718,100
5570712,Five_Barcode_Reverse,694,718,75
5570712,Three_Barcode,1,71,50
5570715,CCS,0,2901,100
5570715,Five_Barcode_Reverse,2876,2902,75
5570715,Three_Barcode_Reverse,2825,2903,50
5570716,CCS,0,647,100
5570716,Three_Barcode,2,94,50
5570717,CCS,0,13313,100
5570717,Three_Barcode_Reverse,2086,2181,50
5570721,CCS,0,115,100
5570723,CCS,0,2100,100
5570723,Five_Barcode_Reverse,2076,2100,75
5570723,Three_Barcode_Reverse,2031,2101,50
5570727,CCS,0,1075,100
5570728,CCS,0,9983,100
5570728,Three_Barcode_Reverse,9926,10002,50
5570729,CCS,0,3164,100
5570730,CCS,0,1025,100
5570731,CCS,0,2625,100
5570731,Five_Barcode_Reverse,2601,2625,75
5570731,Three_Barcode,1,71,50
5570732,CCS,0,2123,100
5570732,Five_Barcode_Reverse,2099,2123,75
5570732,Three_Barcode_Reverse,2055,2125,50
5570735,CCS,0,335,100
5570738,CCS,0,3376,100
5570738,Five_Barcode,567,591,75
5570738,Three_Barcode_Reverse,3301,3378,50
5570739,CCS,0,2360,100
5570739,Five_Barcode_Reverse,2336,2360,75
5570739,Three_Barcode_Reverse,2290,2360,50
5570740,CCS,0,2508,100
5570740,Five_Barcode_Reverse,2484,2508,75
5570740,Three_Barcode_Reverse,2435,2508,50
5570741,CCS,0,899,100
5570741,Five_Barcode_Reverse,875,899,75
5570741,Three_Barcode,1,72,50
5570742,CCS,0,3165,100
5570742,Five_Barcode_Reverse,3141,3165,75
5570742,Three_Barcode,1,71,50
5570743,CCS,0,1325,100
5570743,Five_Barcode_Reverse,1301,1325,75
5570743,Three_Barcode_Reverse,1254,1325,50
5570744,CCS,0,296,100
5570744,Five_Barcode_Reverse,272,296,75
5570744,Three_Barcode_Reverse,226,296,50
5570745,CCS,0,2422,100
5570745,Five_Barcode_Reverse,2398,2422,75
5570745,Three_Barcode,1,71,50
5570746,CCS,0,971,100
5570746,Five_Barcode,631,655,75
5570746,Three_Barcode,1,83,50
5570748,CCS,0,1489,100
5570750,CCS,0,2897,100
5570750,Five_Barcode_Reverse,2873,2897,75
5570750,Three_Barcode_Reverse,2826,2897,50
5570752,CCS,0,5467,100
5570752,Three_Barcode,1,75,50
5570754,CCS,0,5320,100
5570755,CCS,0,1102,100
5570755,Five_Barcode_Reverse,1078,1102,75
5570755,Three_Barcode,1,71,50
5570756,CCS,0,454,100
5570756,Three_Barcode_Reverse,376,461,50
5570757,CCS,0,3842,100
5570757,Five_Barcode_Reverse,3818,3842,75
